Story World (old),Story World,Sub Story World,Grade,Subject,Unit,Chapter,Topic,Topic_ID,Concept,concept_code,CooboTitles,Experiments,Feature,Ideation,Assigned to,Scriptwriting,MediaFile,Production,LengthofCoboo,test,Stage
5915,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of (?+?),KG13680,Trigonometric Functions of Allied Angles,,,,,0,0,0,0,8,4
5916,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of (3?/2-?),KG13681,Trigonometric Functions of Allied Angles,,,,,3,0,0,0,4,4
5917,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of (3?/2+?),KG13682,Trigonometric Functions of Allied Angles,,,,,4,2,0,0,4,4
5918,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,"Trigonometric Functions of Standard Angles in [ -2?, 2?]",KG13683,Trigonometric Functions of Allied Angles,,,,,4,4,1,0,7,4
5919,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Identities,KG13684,Trigonometric Functions of Allied Angles,,,,,4,0,0,0,10,4
5920,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Identities for Compound Angles,KG13685,Trigonometric Identities for Compound Angles,,,,,0,0,0,0,9,0
5921,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of sin(A+-B),KG13686,Trigonometric Identities for Compound Angles,,,,,4,1,4,1,7,0
5922,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of cos(A+-B),KG13687,Trigonometric Identities for Compound Angles,,,,,3,2,1,2,10,0
5923,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of tan(A+-B),KG13688,Trigonometric Identities for Compound Angles,,,,,3,2,3,2,5,4
5924,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of cot(A+-B),KG13689,Trigonometric Identities for Compound Angles,,,,,3,4,1,3,10,4
5928,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Ratios of 15 Degree and 75 Degree,KG13693,Trigonometric Identities for Compound Angles,,,,,0,0,0,0,5,4
5929,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Identities for Product to Sum or Difference,KG13694,Trigonometric Identities for Product to Sum or Difference,,,,,1,1,4,4,7,4
5930,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Transformation of 2sinAcosB,KG13695,Trigonometric Identities for Product to Sum or Difference,,,,,1,1,2,2,8,1
5931,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Transformation of 2cosAsinB,KG13696,Trigonometric Identities for Product to Sum or Difference,,,,,3,3,1,3,9,3
5932,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Transformation of 2cosAcosB,KG13697,Trigonometric Identities for Product to Sum or Difference,,,,,4,3,4,1,7,3
5933,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Transformation of 2sinAsinB,KG13698,Trigonometric Identities for Product to Sum or Difference,,,,,0,0,0,0,4,3
5934,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Identities for Sum or Difference to Product,KG13699,Trigonometric Identities for Sum or Difference to Product,,,,,4,3,0,0,7,3
5935,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Formula on sinC+-sinD,KG13700,,,,,,1,1,4,4,5,4
5936,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Formula on cosC-cosD,KG13701,,,,,,4,1,1,0,8,1
5937,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Identities for Multiple Angles,KG13702,Trigonometric Identities for Multiple Angles,,,,,1,2,0,0,5,4
5938,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of sin2A,KG13703,,,,,,2,3,1,3,9,4
5939,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of cos2A,KG13704,,,,,,0,0,0,0,5,2
5940,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of tan2A,KG13705,,,,,,0,0,0,0,4,0
5941,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of sin3A,KG13706,,,,,,2,3,3,0,6,0
5942,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of cos3A,KG13707,,,,,,1,0,0,0,10,2
5943,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Expansion of tan3A,KG13708,,,,,,2,3,2,3,5,2
5963,,,11,Mathematics,Coordinate Geometry,Conic Sections,Circle,kglm983,Circle,KG13728,Measuring a circle,,,,,3,4,2,1,4,2
5964,,,11,Mathematics,Coordinate Geometry,Conic Sections,Circle,kglm983,Equation of Circle,KG13729,Circle,,,,,0,0,0,0,4,1
5969,,,11,Mathematics,Coordinate Geometry,Conic Sections,Circle,kglm983,Equation of Circle in Center-radius Form,KG13734,,,,,,2,1,4,4,5,1
5975,,,11,Mathematics,Coordinate Geometry,Conic Sections,Circle,kglm983,Position of a Point with Respect To a Circle,KG13740,,,,,,3,3,0,0,6,1
6053,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Introduction to Limits,kglm987,Limits,KG13818,Limits,,,,,0,0,0,0,9,1
6054,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Introduction to Limits,kglm987,Definition of Limit of a Function,KG13819,Limits,,,,,0,0,0,0,4,1
6055,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Introduction to Limits,kglm987,Left Hand & Right Hand Limits,KG13820,Limits,,,,,1,2,4,0,10,4
6056,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Introduction to Limits,kglm987,Existence of Limits in Calculus,KG13821,Limits,,,,,0,0,0,0,8,4
6057,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Introduction to Limits,kglm987,Finite and Infinite Limits,KG13822,,,,,,4,0,0,0,8,2
6058,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Introduction to Limits,kglm987,Algebra of Limits,KG13823,,,,,,1,3,3,0,9,2
6060,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Introduction to Limits,kglm987,Indeterminate Form 0/0,KG13825,Indeterminate Forms of Limits,,,,,0,0,0,0,6,3
6068,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Limits of Trigonometric Functions,kglm989,Standard Limits Involving Trigonometric Functions,KG13833,Standard Limits in Calculus,,,,,0,0,0,0,4,3
6074,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Limits of Polynomials and Rational Functions,kglm991,Finding Limits Using Factorisation,KG13839,Fundamental Methods of Evaluating the Limits in the Form 0/0,,,,,4,2,1,3,10,3
6075,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Limits of Polynomials and Rational Functions,kglm991,Finding Limits Using Rationalisation,KG13840,Fundamental Methods of Evaluating the Limits in the Form 0/0,,,,,1,0,0,0,10,3
6076,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Limits of Trigonometric Functions,kglm989,Finding Limits Using Standard Limits,KG13841,Fundamental Methods of Evaluating the Limits in the Form 0/0,,,,,2,3,2,0,10,4
6089,,,11,Mathematics,Differential Calculus,Limits and Derivatives,Limits of Trigonometric Functions,kglm989,Sandwich Theorem,KG13854,,,,,,0,0,0,0,10,4
6092,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Complex Numbers,KG13857,Complex Numbers,,,,,3,1,1,4,8,1
6093,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Basics of Complex Numbers,KG13858,Complex Numbers,,,,,1,0,0,0,10,1
6094,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Complex Number System,KG13859,Basics of Complex Numbers,,,,,4,0,0,0,9,1
6095,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,"Imaginary Unit ""iota""",KG13860,,,,,,2,0,0,0,9,4
6096,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Power of ' i ',KG13861,,,,,,4,4,1,1,9,4
6097,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Square root of a negative real number,KG13862,,,,,,3,0,0,0,9,4
6098,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Real and Imaginary Parts of a Complex Number,KG13863,Basics of Complex Numbers,,,,,3,0,0,0,9,1
6099,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Purely Real and Purely Imaginary Complex Numbers,KG13864,Basics of Complex Numbers,,,,,0,0,0,0,7,1
6100,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Equality of Two Complex Numbers,KG13865,Basics of Complex Numbers,,,,,1,1,2,1,5,1
6103,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Argand Plane and Polar Representation,kglm3888,Argand Plane,KG13868,,,,,,3,1,1,0,4,1
6104,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Representation of a Complex Number,KG13869,Complex Numbers,,,,,4,0,0,0,9,1
6105,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Complex Numbers,kglm1075,Algebraic Form of a Complex Number,KG13870,Representation of a Complex Number,,,,,1,1,4,2,8,1
6106,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Argand Plane and Polar Representation,kglm3888,Cartesian Form of a Complex Number,KG13871,Representation of a Complex Number,,,,,2,3,1,4,9,1
6107,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Argand Plane and Polar Representation,kglm3888,Polar Form of a Complex Number,KG13872,Representation of a Complex Number,,,,,4,4,0,0,7,1
6110,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,The Modulus and the Conjugate of a Complex Number,kglm3890,Modulus of a Complex Number,KG13875,Basics of Complex Numbers,,,,,4,1,2,2,5,1
6111,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Argand Plane and Polar Representation,kglm3888,Argument of a Complex Number,KG13876,Basics of Complex Numbers,,,,,2,3,4,0,9,2
6112,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Argand Plane and Polar Representation,kglm3888,Principle Argument of a Complex Number,KG13877,Argument of a Complex Number,,,,,1,2,2,2,6,2
6115,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Addition of Two Complex Numbers in Algebraic Form,KG13880,Algebraic Operations on Complex Numbers,,,,,2,4,0,0,7,0
6122,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Subtraction of Two Complex Numbers in Algebraic Form,KG13887,Algebraic Operations on Complex Numbers,,,,,2,2,0,0,7,4
6129,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Multiplication of Two Complex Numbers in Algebraic Form,KG13894,Algebraic Operations on Complex Numbers,,,,,3,4,0,0,8,4
6134,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,The Modulus and the Conjugate of a Complex Number,kglm3890,Modulus of Product of Two Complex Numbers,KG13899,Properties of Argument of a Complex Number,,,,,1,4,0,0,10,0
6136,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Division of Two Complex Numbers in Algebraic Form,KG13901,Algebraic Operations on Complex Numbers,,,,,0,0,0,0,4,0
6141,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,The Modulus and the Conjugate of a Complex Number,kglm3890,Modulus of Quotient of Two Complex Numbers,KG13906,Properties of Argument of a Complex Number,,,,,4,3,0,0,8,4
6143,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Algebraic Identities in Complex Numbers,KG13908,,,,,,0,0,0,0,6,4
6144,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,The Modulus and the Conjugate of a Complex Number,kglm3890,Conjugate of a Complex Number,KG13909,Algebraic Operations on Complex Numbers,,,,,1,1,1,3,10,4
6145,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,The Modulus and the Conjugate of a Complex Number,kglm3890,Conjugate of a Complex Number in Algebraic Form,KG13910,Conjugate of a Complex Number,,,,,2,2,2,4,6,0
6153,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Closure Property of Sum of Complex Numbers,KG13918,Algebraic Properties of operations on Complex Numbers,,,,,4,0,0,0,4,0
6155,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Commutative Property of Sum of Complex Numbers,KG13920,Algebraic Properties of operations on Complex Numbers,,,,,1,1,4,1,9,3
6156,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Associative Property of Sum of Complex Numbers,KG13921,Algebraic Properties of operations on Complex Numbers,,,,,2,1,3,1,9,1
6157,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Additive Identity of Complex Numbers,KG13922,Algebraic Properties of operations on Complex Numbers,,,,,4,2,1,2,9,1
6158,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Additive Inverse of Complex Numbers,KG13923,Algebraic Properties of operations on Complex Numbers,,,,,1,1,0,0,10,4
6159,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Closure Property of Product of Complex Numbers,KG13924,Algebraic Properties of operations on Complex Numbers,,,,,1,0,0,0,7,4
6160,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Commutative Property of Product of Complex Numbers,KG13925,Algebraic Properties of operations on Complex Numbers,,,,,2,4,2,3,10,4
6161,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Associative Property of Product of Complex Numbers,KG13926,Algebraic Properties of operations on Complex Numbers,,,,,1,3,3,1,5,4
6162,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Multiplicative Identity of Complex Numbers,KG13927,Algebraic Properties of operations on Complex Numbers,,,,,0,0,0,0,9,3
6163,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Multiplicative Inverse of Complex Numbers,KG13928,Algebraic Properties of operations on Complex Numbers,,,,,0,0,0,0,6,1
6164,,,11,Mathematics,Algebra,Complex Numbers and Quadratic Equations,Algebra of Complex Numbers,kglm1077,Distributive Property of Product of Complex Numbers,KG13929,Algebraic Properties of operations on Complex Numbers,,,,,0,0,0,0,6,1
6206,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Sequences and Series,KG13971,,,,,,1,1,0,0,10,4
6207,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Sequences,KG13972,,,,,,4,4,0,0,10,0
6208,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Real Sequences,KG13973,,,,,,2,2,0,0,6,3
6209,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Finite and Infinite Sequences,KG13974,Sequence and Series,,,,,4,1,3,4,7,4
6210,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Series,KG13975,,,,,,3,2,2,0,4,2
6211,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Progression,KG13976,Sequence and Series,,,,,4,3,1,0,7,2
6212,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Difference between Sequences and Progressions,KG13977,,,,,,0,0,0,0,8,2
6213,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,nth Term of a Progression,KG13978,Sequence and Series,,,,,1,0,0,0,9,2
6214,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Sum of n Terms of a Progression,KG13979,Sequence and Series,,,,,4,0,0,0,9,0
6215,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Relation between Tn and Sn,KG13980,Sequence and Series,,,,,2,2,4,3,6,1
6216,,,11,Mathematics,Algebra,Sequences and Series,Introduction to Sequences and Series,kglm1080,Types of Progressions,KG13981,Sequence and Series,,,,,3,0,0,0,5,0
6217,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Progression,kglm1082,Arithmetic Progression (A.P.),KG13982,Types of Progressions,,,,,1,1,3,4,7,2
6218,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Progression,kglm1082,Common Difference of an A.P.,KG13983,Arithmetic Progression (A.P.),,,,,1,3,4,3,4,2
6219,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Progression,kglm1082,nth Term of an A.P.,KG13984,Arithmetic Progression (A.P.),,,,,2,4,3,3,7,4
6220,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Progression,kglm1082,Sum of First n Terms of an A.P,KG13985,Arithmetic Progression (A.P.),,,,,4,4,3,1,8,4
6221,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Progression,kglm1082,Properties of A.P.,KG13986,Arithmetic Progression (A.P.),,,,,2,1,4,1,5,4
6222,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Mean,kglm1084,Arithmetic Mean (A.M.) of Two Numbers,KG13987,Arithmetic Progression (A.P.),,,,,0,0,0,0,9,4
6225,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Mean,kglm1084,n- Arithmetic Means between Two Numbers,KG13990,,,,,,3,4,3,2,8,1
6226,,,11,Mathematics,Algebra,Sequences and Series,Arithmetic Mean,kglm1084,Relation among Single A.M. and n A.M. between Two Numbers,KG13991,,,,,,1,1,1,1,4,1
6227,,,11,Mathematics,Algebra,Sequences and Series,Geometric Progression,kglm1086,Geometric Progression (G.P.),KG13992,Types of Progressions,,,,,4,2,4,2,5,1
6228,,,11,Mathematics,Algebra,Sequences and Series,Geometric Progression,kglm1086,Common Ratio of a G.P.,KG13993,Geometric progression (G.P.),,,,,2,1,2,4,7,1
6229,,,11,Mathematics,Algebra,Sequences and Series,Geometric Progression,kglm1086,nth Term of a G.P.,KG13994,Geometric progression (G.P.),,,,,0,0,0,0,9,3
6230,,,11,Mathematics,Algebra,Sequences and Series,Geometric Progression,kglm1086,Sum of First n Terms of a G.P,KG13995,Geometric progression (G.P.),,,,,4,1,4,0,10,3
6231,,,11,Mathematics,Algebra,Sequences and Series,Geometric Progression,kglm1086,Sum of Infinite Terms of a G.P,KG13996,Geometric progression (G.P.),,,,,0,0,0,0,9,3
